project_id,project_name,description,start_date,deadline,status,risk_level
P05296,Employee Payroll System,Employee Payroll System project for MedCare Hospitals,2025-06-08,2026-01-04,Planning,Medium
P05297,E-Commerce Platform,E-Commerce Platform project for ABC Retail,2025-06-13,2026-01-11,Completed,High
P05298,Data Warehouse Development,Data Warehouse Development project for Global Traders,2025-05-18,2026-05-04,In Progress,Low
P05299,Inventory Management System,Inventory Management System project for RetailAnalytics,2026-08-04,2027-04-20,Delayed,Low
P05300,Warehouse Automation,Warehouse Automation project for LogiTech,2025-04-06,2025-11-15,Delayed,High
P05301,HR Automation System,HR Automation System project for ServicePro,2026-05-27,2026-11-16,Completed,Medium
P05302,AI Demand Forecasting,AI Demand Forecasting project for FinTech Solutions,2026-04-29,2026-09-28,In Progress,Medium
P05303,Inventory Management System,Inventory Management System project for DataCorp,2025-11-14,2026-07-25,In Progress,Medium
P05304,Supply Chain Analytics,Supply Chain Analytics project for PeopleFirst,2025-07-04,2026-05-27,In Progress,Medium
P05305,Customer Support Chatbot,Customer Support Chatbot project for ABC Corporation,2025-06-09,2026-01-23,Planning,Critical
P05306,Warehouse Automation,Warehouse Automation project for FinTech Solutions,2026-02-10,2026-10-24,Completed,High
P05307,Employee Training Portal,Employee Training Portal project for ABC Corporation,2026-02-07,2026-07-06,Planning,High
P05308,Cybersecurity Upgrade,Cybersecurity Upgrade project for DataCorp,2025-11-21,2026-07-02,In Progress,High
P05309,HR Automation System,HR Automation System project for FinTech Solutions,2025-12-08,2026-07-23,In Progress,Medium
P05310,Marketing Analytics Platform,Marketing Analytics Platform project for FinanceCorp,2026-05-11,2027-01-29,Completed,Critical
P05311,Document Management System,Document Management System project for ABC Retail,2026-03-29,2026-08-22,In Progress,Low
P05312,Document Management System,Document Management System project for MarketPlus,2026-03-27,2026-08-30,In Progress,High
P05313,Customer Support Chatbot,Customer Support Chatbot project for Global Traders,2025-06-18,2025-11-24,In Progress,Medium
P05314,Employee Training Portal,Employee Training Portal project for Global Traders,2025-02-08,2025-08-06,In Progress,High
P05315,Supply Chain Analytics,Supply Chain Analytics project for FinTech Solutions,2025-10-03,2026-02-18,In Progress,Critical
P05316,Online Learning Platform,Online Learning Platform project for SecureNet,2025-07-23,2025-11-07,In Progress,High
P05317,Cloud Migration Project,Cloud Migration Project project for MarketPlus,2025-07-20,2026-02-10,Completed,High
P05318,Mobile Banking Application,Mobile Banking Application project for OfficePro,2025-11-09,2026-09-23,In Progress,High
P05319,Employee Payroll System,Employee Payroll System project for ABC Corporation,2026-07-10,2026-09-03,On Hold,Medium
P05320,Customer Support Chatbot,Customer Support Chatbot project for ServicePro,2026-04-28,2027-01-10,In Progress,Medium
P05321,Healthcare Management System,Healthcare Management System project for ServicePro,2026-02-10,2026-12-13,In Progress,Medium
P05322,Warehouse Automation,Warehouse Automation project for RetailAnalytics,2026-03-05,2027-01-07,Delayed,Medium
P05323,Data Warehouse Development,Data Warehouse Development project for EduTech,2025-09-06,2026-07-20,Delayed,Medium
P05324,Employee Training Portal,Employee Training Portal project for MedCare Hospitals,2025-11-26,2026-04-21,In Progress,Low
P05325,Document Management System,Document Management System project for DataCorp,2025-09-18,2025-12-04,In Progress,High
P05326,Employee Training Portal,Employee Training Portal project for EduTech,2026-05-01,2027-04-29,In Progress,High
P05327,Online Learning Platform,Online Learning Platform project for FinTech Solutions,2026-08-18,2027-05-13,In Progress,Low
P05328,Customer Support Chatbot,Customer Support Chatbot project for SecureNet,2025-09-18,2026-02-24,In Progress,High
P05329,Inventory Management System,Inventory Management System project for FinTech Solutions,2026-03-09,2027-01-20,In Progress,High
P05330,Marketing Analytics Platform,Marketing Analytics Platform project for Global Traders,2025-02-03,2025-07-11,In Progress,High
P05331,Online Learning Platform,Online Learning Platform project for SecureNet,2025-08-30,2026-06-10,In Progress,Medium
P05332,Warehouse Automation,Warehouse Automation project for LogiTech,2026-06-07,2027-05-25,Delayed,High
P05333,Employee Training Portal,Employee Training Portal project for ServicePro,2026-02-16,2026-12-03,Planning,Medium
P05334,Social Media Analytics,Social Media Analytics project for XYZ Technologies,2025-11-12,2026-07-24,On Hold,High
P05335,CRM Implementation,CRM Implementation project for EduTech,2025-05-09,2025-08-23,In Progress,High
P05336,HR Automation System,HR Automation System project for DataCorp,2026-05-01,2027-04-09,On Hold,Low
P05337,Cybersecurity Upgrade,Cybersecurity Upgrade project for ServicePro,2026-08-06,2027-02-03,Completed,Medium
P05338,Online Learning Platform,Online Learning Platform project for LogiTech,2025-08-24,2026-04-25,In Progress,Low
P05339,Employee Training Portal,Employee Training Portal project for MedCare Hospitals,2026-05-01,2026-12-27,In Progress,Medium
P05340,Marketing Analytics Platform,Marketing Analytics Platform project for DigitalHub,2025-12-20,2026-04-22,Planning,Low
P05341,Healthcare Management System,Healthcare Management System project for PeopleFirst,2025-08-27,2026-04-22,Completed,High
P05342,CRM Implementation,CRM Implementation project for FinanceCorp,2025-07-18,2026-01-04,In Progress,Medium
P05343,Online Learning Platform,Online Learning Platform project for CloudWorks,2025-10-29,2026-04-03,Completed,Medium
P05344,Supply Chain Analytics,Supply Chain Analytics project for OfficePro,2025-09-03,2026-07-19,Delayed,High
P05345,Financial Reporting Dashboard,Financial Reporting Dashboard project for MedCare Hospitals,2026-01-06,2026-10-09,In Progress,High
P05346,Employee Training Portal,Employee Training Portal project for FinTech Solutions,2025-03-30,2025-10-17,In Progress,Medium
P05347,Marketing Analytics Platform,Marketing Analytics Platform project for FinanceCorp,2025-10-14,2025-12-04,Delayed,High
P05348,Marketing Analytics Platform,Marketing Analytics Platform project for SalesPro,2026-03-21,2026-12-17,Completed,High
P05349,Healthcare Management System,Healthcare Management System project for RetailAnalytics,2026-05-23,2027-02-28,In Progress,Medium
P05350,Online Learning Platform,Online Learning Platform project for MedCare Hospitals,2025-06-18,2025-09-24,In Progress,Low
P05351,Customer Support Chatbot,Customer Support Chatbot project for XYZ Technologies,2025-12-27,2026-10-10,In Progress,High
P05352,Cloud Migration Project,Cloud Migration Project project for Global Traders,2025-07-01,2025-12-20,In Progress,Medium
P05353,Mobile Banking Application,Mobile Banking Application project for LogiTech,2026-04-19,2027-01-23,In Progress,Low
P05354,Marketing Analytics Platform,Marketing Analytics Platform project for XYZ Technologies,2025-08-01,2026-06-10,Delayed,Medium
P05355,Employee Payroll System,Employee Payroll System project for ABC Retail,2026-02-09,2026-11-05,In Progress,Critical
P05356,Warehouse Automation,Warehouse Automation project for DataCorp,2025-09-17,2026-08-29,In Progress,High
P05357,Data Warehouse Development,Data Warehouse Development project for IndustrialTech,2025-06-10,2025-08-18,In Progress,High
P05358,Cybersecurity Upgrade,Cybersecurity Upgrade project for ServicePro,2025-12-12,2026-05-09,Delayed,Medium
P05359,HR Automation System,HR Automation System project for CloudWorks,2026-01-10,2026-03-15,In Progress,High
P05360,Healthcare Management System,Healthcare Management System project for EduTech,2026-02-14,2026-05-25,In Progress,Medium
P05361,Data Warehouse Development,Data Warehouse Development project for DataCorp,2026-04-20,2026-10-01,In Progress,Critical
P05362,Warehouse Automation,Warehouse Automation project for RetailAnalytics,2026-02-10,2026-04-03,In Progress,Medium
P05363,Online Learning Platform,Online Learning Platform project for DigitalHub,2026-05-26,2026-11-13,In Progress,High
P05364,Social Media Analytics,Social Media Analytics project for MedCare Hospitals,2025-09-12,2025-12-06,In Progress,Critical
P05365,Financial Reporting Dashboard,Financial Reporting Dashboard project for RetailAnalytics,2025-11-02,2026-01-22,In Progress,Critical
P05366,Inventory Management System,Inventory Management System project for ABC Retail,2025-10-17,2026-08-25,Planning,Low
P05367,HR Automation System,HR Automation System project for RetailAnalytics,2025-12-13,2026-09-22,In Progress,Medium
P05368,Online Learning Platform,Online Learning Platform project for FinTech Solutions,2025-03-26,2025-10-02,Completed,High
P05369,Data Warehouse Development,Data Warehouse Development project for FinTech Solutions,2026-05-28,2027-01-09,In Progress,Low
P05370,Financial Reporting Dashboard,Financial Reporting Dashboard project for FinTech Solutions,2025-11-09,2026-03-27,On Hold,Medium
P05371,Employee Payroll System,Employee Payroll System project for FinTech Solutions,2025-11-29,2026-06-17,In Progress,Medium
P05372,Cybersecurity Upgrade,Cybersecurity Upgrade project for MarketPlus,2026-06-11,2027-03-31,In Progress,Medium
P05373,Employee Training Portal,Employee Training Portal project for SalesPro,2025-10-06,2026-05-05,Completed,Medium
P05374,Customer Support Chatbot,Customer Support Chatbot project for SecureNet,2025-10-04,2026-07-29,In Progress,Medium
P05375,Cybersecurity Upgrade,Cybersecurity Upgrade project for ABC Retail,2025-12-06,2026-06-24,Planning,Medium
P05376,Data Warehouse Development,Data Warehouse Development project for FinanceCorp,2026-07-17,2026-12-24,In Progress,Medium
P05377,Inventory Management System,Inventory Management System project for FinTech Solutions,2025-06-02,2026-04-29,Delayed,Critical
P05378,Financial Reporting Dashboard,Financial Reporting Dashboard project for FinTech Solutions,2025-04-04,2026-03-03,In Progress,Low
P05379,Marketing Analytics Platform,Marketing Analytics Platform project for SecureNet,2025-03-06,2025-07-02,Planning,High
P05380,Cloud Migration Project,Cloud Migration Project project for SalesPro,2026-03-19,2026-09-28,Planning,Critical
P05381,Inventory Management System,Inventory Management System project for ServicePro,2025-01-07,2025-10-26,In Progress,Medium
P05382,Document Management System,Document Management System project for MedCare Hospitals,2026-03-01,2026-07-07,In Progress,High
P05383,Employee Training Portal,Employee Training Portal project for OfficePro,2026-06-15,2027-03-26,Completed,Low
P05384,Employee Training Portal,Employee Training Portal project for EduTech,2026-02-13,2027-01-11,Delayed,Medium
P05385,HR Automation System,HR Automation System project for ServicePro,2025-04-13,2025-08-11,Delayed,Medium
P05386,Social Media Analytics,Social Media Analytics project for OfficePro,2026-02-02,2026-05-06,In Progress,Medium
P05387,Customer Support Chatbot,Customer Support Chatbot project for Global Traders,2025-09-23,2026-09-05,In Progress,Critical
P05388,AI Demand Forecasting,AI Demand Forecasting project for FinanceCorp,2025-01-14,2026-01-12,In Progress,Low
P05389,Marketing Analytics Platform,Marketing Analytics Platform project for DataCorp,2025-04-29,2026-03-14,In Progress,Medium
P05390,Social Media Analytics,Social Media Analytics project for CloudWorks,2026-03-22,2026-11-18,In Progress,High
P05391,Inventory Management System,Inventory Management System project for XYZ Technologies,2025-12-03,2026-02-13,In Progress,Medium
P05392,Inventory Management System,Inventory Management System project for IndustrialTech,2025-10-27,2026-09-29,Planning,Medium
P05393,Warehouse Automation,Warehouse Automation project for ServicePro,2026-04-11,2026-07-28,Completed,Medium
P05394,Warehouse Automation,Warehouse Automation project for DataCorp,2025-11-11,2026-02-21,Completed,Medium
P05395,Cloud Migration Project,Cloud Migration Project project for MedCare Hospitals,2026-08-04,2027-05-05,Delayed,Low
P05396,E-Commerce Platform,E-Commerce Platform project for PeopleFirst,2025-01-31,2025-07-19,In Progress,Medium
P05397,Document Management System,Document Management System project for DigitalHub,2025-06-21,2026-05-09,Delayed,Medium
P05398,Employee Training Portal,Employee Training Portal project for PeopleFirst,2025-04-24,2026-03-14,In Progress,Medium
P05399,Document Management System,Document Management System project for OfficePro,2025-09-06,2026-07-05,Planning,Medium
P05400,Social Media Analytics,Social Media Analytics project for CloudWorks,2026-07-01,2027-05-09,In Progress,Medium
P05401,Social Media Analytics,Social Media Analytics project for XYZ Technologies,2025-09-03,2026-04-10,In Progress,Medium
P05402,Data Warehouse Development,Data Warehouse Development project for CloudWorks,2025-07-09,2026-05-28,In Progress,Medium
P05403,Data Warehouse Development,Data Warehouse Development project for MarketPlus,2025-02-20,2026-01-23,Completed,Medium
P05404,Cloud Migration Project,Cloud Migration Project project for SecureNet,2025-08-25,2026-01-06,In Progress,High
P05405,E-Commerce Platform,E-Commerce Platform project for ServicePro,2025-05-18,2025-11-15,Delayed,Medium
P05406,Employee Training Portal,Employee Training Portal project for DataCorp,2025-04-24,2025-12-22,Planning,Medium
P05407,Cybersecurity Upgrade,Cybersecurity Upgrade project for LogiTech,2025-03-22,2026-02-04,Completed,Medium
